RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodSeconds,simulationTime,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,SimulationDuration
653821958,1,3,2000,1000,600,600,1000,958,42,0,0,0,0.2
653821958,1,3,2000,2000,600,600,2000,1815,183,2,0,0,0.916667
653821958,1,3,2000,3000,600,600,3000,2609,382,9,0,0,2.11667
653821958,1,3,2000,4000,600,600,4000,3316,665,19,0,0,3.8
653821958,1,3,2000,5000,600,600,4999,3952,1021,26,0,0,6.13333
653821958,1,3,2000,6000,600,600,5998,4501,1444,53,0,0,8.9
653821958,1,4,2000,1000,600,600,1000,958,42,0,0,0,0.2
653821958,1,4,2000,2000,600,600,2000,1815,183,2,0,0,0.9
653821958,1,4,2000,3000,600,600,3000,2609,382,9,0,0,2.11667
653821958,1,4,2000,4000,600,600,4000,3316,665,19,0,0,3.8
653821958,1,4,2000,5000,600,600,4999,3952,1021,26,0,0,6.06667
653821958,1,4,2000,6000,600,600,5998,4501,1444,53,0,0,8.95
653821958,1,5,2000,1000,600,600,1000,969,31,0,0,0,0.2
653821958,1,5,2000,2000,600,600,2000,1849,138,13,0,0,0.9
653821958,1,5,2000,3000,600,600,2999,2687,247,65,0,0,2.11667
653821958,1,5,2000,4000,600,600,3999,3515,357,127,0,0,3.9
653821958,1,5,2000,5000,600,600,4999,4150,622,227,0,0,6.11667
653821958,1,5,2000,6000,600,600,5994,4824,819,351,0,0,8.96667
2199379588,1,1,2000,1000,600,600,1000,970,25,5,0,0,0.2
2199379588,1,1,2000,2000,600,600,1999,1885,101,13,0,0,0.916667
2199379588,1,1,2000,3000,600,600,3000,2735,212,53,0,0,2.06667
2199379588,1,1,2000,4000,600,600,3998,3455,432,111,0,0,3.86667
2199379588,1,1,2000,5000,600,600,4996,4184,570,242,0,0,6.1
2199379588,1,1,2000,6000,600,600,5997,4780,841,376,0,0,8.91667
